CAMIS,id,name,url,phone,latitude,longitude,review_count,price,rating,transactions,categories,address,city,state,zip_code
50004415,golden-krust-bakery-springfield-gardens,Golden Krust Bakery,https://www.yelp.com/biz/golden-krust-bakery-springfield-gardens?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17183410711,40.6817566,-73.7524224,3,1,3.5,,['bakeries'],13338 Springfield Blvd,Springfield Gardens,NY,11413
50043153,sant-ambroeus-coffee-bar-at-sothebys-new-york,Sant Ambroeus Coffee Bar at Sotheby's,https://www.yelp.com/biz/sant-ambroeus-coffee-bar-at-sothebys-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12126067070,40.7663,-73.95355,7,2,3.5,,"['desserts', 'cafes']",1334 York Ave,New York,NY,10021
50054510,the-dessert-kitchen-flushing,The Dessert Kitchen,https://www.yelp.com/biz/the-dessert-kitchen-flushing?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,13479672888,40.76049097,-73.83364668,93,2,3.5,,['desserts'],133-40 37th Ave,Flushing,NY,11354
50037553,good-harvest-flushing-3,Good  Harvest,https://www.yelp.com/biz/good-harvest-flushing-3?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17188868229,40.75929,-73.83265,102,2,3.5,['restaurant_reservation'],"['chinese', 'seafood', 'hotpot']",133-42 39th Ave,Flushing,NY,11354
50034842,the-coop-flushing,The Coop,https://www.yelp.com/biz/the-coop-flushing?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17183589333,40.75942503,-73.83242842,500,2,4,"['delivery', 'pickup', 'restaurant_reservation']",['korean'],133-42 39th Ave,Flushing,NY,11354
50043815,mister-hotpot-flushing-3,Mister Hotpot,https://www.yelp.com/biz/mister-hotpot-flushing-3?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17189393334,40.75929,-73.83265,226,3,4,,"['hotpot', 'chinese']",133-42 39th Ave,Flushing,NY,11354
50019128,iki-modern-japanese-cuisine-flushing,Iki Modern Japanese Cuisine,https://www.yelp.com/biz/iki-modern-japanese-cuisine-flushing?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17189393388,40.75944435,-73.83264774,184,3,4,,"['japanese', 'sushi']",133-42 39th Ave,Flushing,NY,11354
50015406,hot-kitchen-sichuan-style-flushing,Hot Kitchen Sichuan Style,https://www.yelp.com/biz/hot-kitchen-sichuan-style-flushing?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17184604100,40.75883396,-73.83271728,34,2,4,,['szechuan'],133-43 Roosevelt Ave,Flushing,NY,11354
50059753,pho-dem-flushing,Pho Dem,https://www.yelp.com/biz/pho-dem-flushing?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,19172852141,40.7606151,-73.8331414,8,2,4.5,,['vietnamese'],133-48 37th Ave,Flushing,NY,11354
50055140,china-bar-flushing-2,China Bar,https://www.yelp.com/biz/china-bar-flushing-2?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17186619818,40.7605782,-73.8331985,16,2,3,,"['sportsbars', 'karaoke']",133-48 37th Ave,Flushing,NY,11354
50068154,new-york-hilton-midtown-new-york-3,New York Hilton Midtown,https://www.yelp.com/biz/new-york-hilton-midtown-new-york-3?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12125867000,40.762359,-73.979628,576,3,2.5,,['hotels'],1335 Ave Of The Americas,New York,NY,10019
50044514,hao-xiang-ju-flushing,Hao Xiang Ju,https://www.yelp.com/biz/hao-xiang-ju-flushing?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17183538998,40.7608817,-73.8333853,20,1,4,"['delivery', 'pickup']",['chinese'],133-51 37th Ave,Flushing,NY,11354
41481717,pj-restaurant-and-bakery-brooklyn,Pj  Restaurant & Bakery,https://www.yelp.com/biz/pj-restaurant-and-bakery-brooklyn?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17183632450,40.670922,-73.934,2,,3,,"['newamerican', 'bakeries']",1339 St Johns Pl,Brooklyn,NY,11213
50012309,birch-coffee-new-york-8,Birch Coffee,https://www.yelp.com/biz/birch-coffee-new-york-8?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12126861444,40.76384441,-73.96658425,180,2,4.5,,['coffee'],134 1/2 E 62nd St,New York,NY,10065
50039368,good-night-sonny-new-york,Good Night Sonny,https://www.yelp.com/biz/good-night-sonny-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,16466923254,40.72768,-73.98502,165,2,4.5,,"['cocktailbars', 'seafood', 'sandwiches']",134 1st Ave,New York,NY,10009
41627431,luus-baguette-new-york,Luu's Baguette,https://www.yelp.com/biz/luus-baguette-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12126798881,40.7411232,-73.98308563,439,1,4,"['delivery', 'pickup']","['vietnamese', 'soup', 'sandwiches']",134 E 26th St,New York,NY,10010
50041058,tacos-grand-central-new-york-8,Tacos Grand Central,https://www.yelp.com/biz/tacos-grand-central-new-york-8?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12128899090,40.74173203,-73.98233549,42,1,4.5,"['delivery', 'pickup']",['mexican'],134 E 27th St,New York,NY,10016
50064463,martys-v-burger-new-york,Marty's V Burger,https://www.yelp.com/biz/martys-v-burger-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,16464846325,40.74186348,-73.982571,66,2,4,,"['vegan', 'hotdogs', 'burgers']",134 East 27th St,New York,NY,10016
41664769,starbucks-brooklyn-17,Starbucks,https://www.yelp.com/biz/starbucks-brooklyn-17?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17182430455,40.69454444,-73.99399812,54,2,3.5,,['coffee'],134 Montague St,Brooklyn,NY,11201
41128554,la-nonna-new-york,La Nonna,https://www.yelp.com/biz/la-nonna-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12123346200,40.71851,-73.9976,174,2,3,,['italian'],134 Mulberry St,New York,NY,10013
41317594,marc-forgione-new-york-2,Marc Forgione,https://www.yelp.com/biz/marc-forgione-new-york-2?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12129419401,40.71647,-74.00956,787,3,4,,['newamerican'],134 Reade St,New York,NY,10013
50001823,hancos-brooklyn,Hanco's,https://www.yelp.com/biz/hancos-brooklyn?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17188586818,40.68703186,-73.99042924,597,1,4,"['delivery', 'pickup']","['vietnamese', 'bubbletea', 'coffee']",134 Smith St,Brooklyn,NY,11201
41235038,just-salad-new-york,Just Salad,https://www.yelp.com/biz/just-salad-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12122441111,40.75238873,-73.98851991,161,1,3,,"['salad', 'wraps', 'vegetarian']",134 W 37th St,New York,NY,10018
40844021,ranch-restaurant-and-bar-of-guyana-south-richmond-hill,Ranch Restaurant & Bar of Guyana,https://www.yelp.com/biz/ranch-restaurant-and-bar-of-guyana-south-richmond-hill?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17182062333,40.69169,-73.81267,2,2,5,,['restaurants'],13401 Liberty Ave,South Richmond Hill,NY,11419
50000355,rose-valley-cakes-queens,Rose Valley Cakes,https://www.yelp.com/biz/rose-valley-cakes-queens?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17185232253,40.69171,-73.8126,44,2,4.5,,['bakeries'],134-03 Liberty Ave,Queens,NY,11419
41695456,prabhu-kirpa-restaurant-and-sweets-south-ozone-park,Prabhu Kirpa Restaurant and Sweets,https://www.yelp.com/biz/prabhu-kirpa-restaurant-and-sweets-south-ozone-park?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17187383030,40.674835,-73.804122,1,3,5,,"['indpak', 'pakistani', 'vegetarian']",13403 Rockaway Blvd,South Ozone Park,NY,11420
41686535,nanking-south-ozone-park-6,Nanking,https://www.yelp.com/biz/nanking-south-ozone-park-6?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17183233555,40.67484,-73.80398,245,2,4,"['delivery', 'pickup', 'restaurant_reservation']","['indpak', 'thai', 'chinese']",134-07 Rockaway Blvd,South Ozone Park,NY,11420
41016740,satguru-sweets-and-catering-south-ozone-park,Satguru Sweets & Catering,https://www.yelp.com/biz/satguru-sweets-and-catering-south-ozone-park?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17186595235,40.67434,-73.8042,21,,3,,['catering'],13408 Rockaway Blvd,South Ozone Park,NY,11420
40790556,boston-jerk-city-restaurant-brooklyn,Boston Jerk City Restaurant,https://www.yelp.com/biz/boston-jerk-city-restaurant-brooklyn?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17186293002,40.6396,-73.92928,18,2,3,,['bbq'],1344 Utica Ave,Brooklyn,NY,11203
41165892,per-lei-new-york,Per Lei,https://www.yelp.com/biz/per-lei-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12124399200,40.76813,-73.9592,149,3,3.5,"['delivery', 'pickup']","['italian', 'bars', 'modern_european']",1347 2nd Ave,New York,NY,10021
50000066,miyabi-asian-fusion-staten-island,Miyabi Asian Fusion,https://www.yelp.com/biz/miyabi-asian-fusion-staten-island?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17188768088,40.6258092,-74.13456415,222,2,4.5,"['delivery', 'pickup']","['sushi', 'japanese', 'thai']",1348 Forest Ave,Staten Island,NY,10302
50033520,checkers-drive-in-restaurant-brooklyn,Checkers Drive-in Restaurant,https://www.yelp.com/biz/checkers-drive-in-restaurant-brooklyn?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,13477709112,40.63968,-73.92889,13,1,3,,"['hotdogs', 'burgers']",1349 Utica Ave,Brooklyn,NY,11203
50042397,dan-and-johns-wings-new-york-3,Dan and John's Wings,https://www.yelp.com/biz/dan-and-johns-wings-new-york-3?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,19174568808,40.7278557,-73.9853134,202,2,4.5,"['delivery', 'pickup']",['chicken_wings'],135 1st Ave,New York,NY,10003
40392668,lucys-new-york,Lucy's,https://www.yelp.com/biz/lucys-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12126733824,40.72706,-73.98299,73,1,3.5,,['divebars'],135 Ave A,New York,NY,10009
40941945,europan-cafe-new-york-9,Europan Cafe,https://www.yelp.com/biz/europan-cafe-new-york-9?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12127994100,40.7732894,-73.9815906,31,2,3,"['delivery', 'pickup']","['cafes', 'sandwiches', 'coffee']",135 Columbus Ave,New York,NY,10023
50004134,angus-club-steakhouse-new-york,Angus Club Steakhouse,https://www.yelp.com/biz/angus-club-steakhouse-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12125881585,40.75961,-73.9698,143,4,4,"['delivery', 'pickup']","['steak', 'seafood', 'salad']",135 E 55th St,New York,NY,10022
40736140,starbucks-manhattan-266,Starbucks,https://www.yelp.com/biz/starbucks-manhattan-266?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12129351866,40.76139,-73.96936,12,1,2.5,,['coffee'],135 E 57th St,Manhattan,NY,10022
50000271,sweet-science-brooklyn,Sweet Science,https://www.yelp.com/biz/sweet-science-brooklyn?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,13477630872,40.70638418,-73.94311197,398,2,4,,"['bars', 'burgers', 'newamerican']",135 Graham Ave,Brooklyn,NY,11206
41690493,starbucks-new-york-217,Starbucks,https://www.yelp.com/biz/starbucks-new-york-217?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12123440894,40.70711444,-74.00495238,29,1,3,,['coffee'],135 John St,New York,NY,10038
41100958,creperie-new-york,Creperie,https://www.yelp.com/biz/creperie-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12129795521,40.7203575,-73.9883391,432,1,4,"['delivery', 'pickup']",['creperies'],135 Ludlow St,New York,NY,10002
50041974,sweethaus-brooklyn,Sweethaus,https://www.yelp.com/biz/sweethaus-brooklyn?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17187106627,40.7163045,-73.9621824,145,1,4.5,,"['bakeries', 'cupcakes', 'candy']",135 Metropolitan Ave,Brooklyn,NY,11249
50000828,patea-new-york-2,PaTea,https://www.yelp.com/biz/patea-new-york-2?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12122266808,40.718547,-73.996994,215,1,4,,['bubbletea'],135 Mott St,New York,NY,10013
41227319,juliette-brooklyn,Juliette,https://www.yelp.com/biz/juliette-brooklyn?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17183889222,40.71708298,-73.95903778,692,2,3.5,"['delivery', 'pickup', 'restaurant_reservation']","['bars', 'french']",135 N 5th St,Brooklyn,NY,11249
40593315,reade-street-pub-and-kitchen-new-york,Reade Street Pub & Kitchen,https://www.yelp.com/biz/reade-street-pub-and-kitchen-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12122272295,40.716224,-74.00975,76,2,3.5,,"['pubs', 'newamerican']",135 Reade St,New York,NY,10013
50018106,once-upon-a-tart-new-york-5,Once Upon A Tart,https://www.yelp.com/biz/once-upon-a-tart-new-york-5?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12123878869,40.72671,-74.00187,82,2,4,"['delivery', 'pickup', 'restaurant_reservation']","['cafes', 'bakeries']",135 Sullivan St,New York,NY,10012
50034910,deweys-pub-new-york,Deweys Pub,https://www.yelp.com/biz/deweys-pub-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12126857781,40.748199,-73.99121,111,2,4,['restaurant_reservation'],['gastropubs'],135 W 30th St,New York,NY,10001
41408069,aureole-new-york,Aureole,https://www.yelp.com/biz/aureole-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12123191660,40.75558701,-73.98525316,720,4,4,,['newamerican'],135 W 42nd St,New York,NY,10036
50003842,t45-new-york-2,T45,https://www.yelp.com/biz/t45-new-york-2?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,16466403790,40.7575491,-73.9841839,40,2,3.5,,"['newamerican', 'gluten_free', 'cocktailbars']",135 W 45th St,New York,NY,10036
40588296,bocca-new-york-3,Bocca,https://www.yelp.com/biz/bocca-new-york-3?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12125823000,40.7609406,-73.9821396,123,2,3.5,"['delivery', 'pickup']","['sushi', 'italian', 'breakfast_brunch']",135 W 50th St,New York,NY,10020
41428223,milos-cafe-new-york,Milos Cafe,https://www.yelp.com/biz/milos-cafe-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12125816500,40.76466826,-73.97920226,55,2,4,"['delivery', 'pickup']","['cafes', 'greek']",135 W 56th St,New York,NY,10019
50016565,harlem-pizza-co-new-york-6,Harlem Pizza Co,https://www.yelp.com/biz/harlem-pizza-co-new-york-6?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12122229889,40.8029069,-73.9510825,115,2,4,"['delivery', 'pickup']",['pizza'],135 West 116th St,New York,NY,10026
50012832,national-diner-east-bronx,National Diner,https://www.yelp.com/biz/national-diner-east-bronx?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17188241126,40.8406746,-73.84173017,21,1,4,"['delivery', 'pickup']",['tradamerican'],135 Westchester Sq,East Bronx,NY,10461
50066197,konditori-new-york-8,Konditori,https://www.yelp.com/biz/konditori-new-york-8?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,13477213738,40.70947,-74.00671,5,,5,,"['coffee', 'bakeries']",135 William St,New York,NY,10038
41594669,tar-pit-brooklyn,Tar Pit,https://www.yelp.com/biz/tar-pit-brooklyn?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,19177058031,40.71757,-73.9412,67,1,4.5,,['coffee'],135 Woodpoint Rd,Brooklyn,NY,11211
41051273,pret-a-manger-new-york-12,Pret A Manger,https://www.yelp.com/biz/pret-a-manger-new-york-12?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12123076100,40.76256,-73.97778,81,2,4,,"['sandwiches', 'coffee', 'breakfast_brunch']",1350 6th Avenue,New York,NY,10019
41303456,bistro-milano-new-york,Bistro Milano,https://www.yelp.com/biz/bistro-milano-new-york?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,12127572600,40.76263406,-73.97752986,155,3,3.5,"['delivery', 'pickup']","['italian', 'bars']",1350 Ave Of The Americas,New York,NY,10019
50063627,joe-and-the-juice-new-york-13,JOE & THE JUICE,https://www.yelp.com/biz/joe-and-the-juice-new-york-13?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,,40.76274587,-73.9780276,69,1,3.5,,"['coffee', 'juicebars', 'cafes']",1350 Avenue Of The Americas,New York,NY,10019
50063465,zelias-cafe-brooklyn,Zelia's Cafe,https://www.yelp.com/biz/zelias-cafe-brooklyn?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17185766607,40.637234,-73.952585,5,1,5,,['coffee'],1350 Flatbush Ave,Brooklyn,NY,11210
50009470,kato-cafe-flushing,Kato Cafe,https://www.yelp.com/biz/kato-cafe-flushing?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17183218818,40.7645338,-73.83161522,22,1,3.5,,"['cafes', 'taiwanese', 'breakfast_brunch']",135-01 35th Ave,Flushing,NY,11354
41030732,shun-fook-chinese-restaurant-south-ozone-park,Shun Fook Chinese Restaurant,https://www.yelp.com/biz/shun-fook-chinese-restaurant-south-ozone-park?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17188437074,40.6701622,-73.8207932,8,1,2.5,,['chinese'],13507 Lefferts Blvd,South Ozone Park,NY,11420
50045619,jays-roti-hut-south-ozone-park,Jay's Roti Hut,https://www.yelp.com/biz/jays-roti-hut-south-ozone-park?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17183223473,40.67024877,-73.82079991,2,,4.5,,"['caribbean', 'indpak']",135-09 Lefferts Blvd,South Ozone Park,NY,11420
41123512,subway-staten-island-13,Subway,https://www.yelp.com/biz/subway-staten-island-13?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17187273555,40.62664,-74.135071,4,,2.5,,"['sandwiches', 'hotdogs']",1351 Forest Ave,Staten Island,NY,10302
40866340,dominos-pizza-bronx-25,Domino's Pizza,https://www.yelp.com/biz/dominos-pizza-bronx-25?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17185374700,40.83512552,-73.9080964,56,1,1,,"['pizza', 'chicken_wings', 'sandwiches']",1351 Webster Ave,Bronx,NY,10456
50001946,yummy-sushi-house-flushing,Yummy Sushi House,https://www.yelp.com/biz/yummy-sushi-house-flushing?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,16463313119,40.76052,-73.83227,44,1,3.5,"['delivery', 'pickup']",['sushi'],135-11 38th Ave,Flushing,NY,11354
50015663,wan-chai-seafood-restaurant-flushing,Wan Chai Seafood Restaurant,https://www.yelp.com/biz/wan-chai-seafood-restaurant-flushing?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17188887770,40.75869,-73.83121,76,2,4,,"['cantonese', 'seafood']",135-11 40th Rd,Flushing,NY,11354
40995563,legend-cookhouse-south-ozone-park,Legend Cookhouse,https://www.yelp.com/biz/legend-cookhouse-south-ozone-park?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17188484444,40.67477,-73.80285,41,2,2,"['delivery', 'pickup', 'restaurant_reservation']","['chinese', 'caribbean', 'asianfusion']",135-11 Rockaway Blvd,South Ozone Park,NY,11420
50054964,geos-pizzeria-and-restaurant-queens,GEO'S Pizzeria & Restaurant,https://www.yelp.com/biz/geos-pizzeria-and-restaurant-queens?adjust_creative=LNwtLORYeEQK9yfH-rPGdQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=LNwtLORYeEQK9yfH-rPGdQ,17186574992,40.70236695,-73.81723087,8,,3,"['delivery', 'pickup']",['pizza'],13512 Jamaica Ave,Queens,NY,11418
